OBJECTID,casenumber,LOC_ERROR,lon,lat,POINT_M,year
5348,9852634,NO ERROR,-88.83,35.67,16.25,1/6/2007
5349,9213076,ROUTE NOT FOUND,0.00,0.00,0.00,3/30/2008
5350,8973096,NO ERROR,-87.34,36.02,3.77,3/22/2008
5351,50094965,NO ERROR,-86.20,35.29,4.95,8/28/2007
5352,9852430,NO ERROR,-88.82,35.61,12.31,1/24/2007
5353,9216178,NO ERROR,-86.72,36.07,6.69,1/17/2008
5354,50264501,ROUTE NOT FOUND,0.00,0.00,0.00,12/20/2007
5355,50208326,ROUTE NOT FOUND,0.00,0.00,0.00,12/8/2007
5356,50134275,ROUTE NOT FOUND,0.00,0.00,0.00,11/20/2007
5357,9102187,NO ERROR,-86.88,36.49,9.48,1/29/2008
5358,50084157,NO ERROR,-90.04,35.02,3.75,10/27/2007
5359,50069751,NO ERROR,-85.37,36.38,8.73,7/17/2007
5360,7798625,ROUTE NOT FOUND,0.00,0.00,0.00,6/23/2008
5361,10314238,ROUTE NOT FOUND,0.00,0.00,0.00,7/10/2007
5362,10222015,ROUTE NOT FOUND,0.00,0.00,0.00,7/25/2007
5363,9921441,ROUTE NOT FOUND,0.00,0.00,0.00,11/23/2007
5364,9847966,NO ERROR,-86.78,36.16,12.63,1/6/2007
5365,10151424,ROUTE NOT FOUND,0.00,0.00,0.00,11/11/2007
5366,50046984,ROUTE NOT FOUND,0.00,0.00,0.00,1/20/2007
5367,10010380,ROUTE NOT FOUND,0.00,0.00,0.00,11/25/2007
5368,10198414,NO ERROR,-86.72,36.25,17.34,9/1/2007
5369,9846344,ROUTE NOT FOUND,0.00,0.00,0.00,8/6/2007
5370,9357187,ROUTE NOT FOUND,0.00,0.00,0.00,6/7/2008
5371,9921387,NO ERROR,-86.76,36.22,16.07,11/8/2007
5372,9846342,ROUTE NOT FOUND,0.00,0.00,0.00,4/26/2007
5373,50128672,ROUTE NOT FOUND,0.00,0.00,0.00,12/18/2007
5374,50060287,ROUTE NOT FOUND,0.00,0.00,0.00,5/1/2007
5375,10151123,NO ERROR,-90.03,35.05,3.90,8/28/2007
5376,50047499,ROUTE NOT FOUND,0.00,0.00,0.00,2/11/2007
5377,10264575,ROUTE NOT FOUND,0.00,0.00,0.00,9/24/2007
5378,10010198,NO ERROR,-84.15,35.91,1.04,8/22/2007
5379,50055906,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2007
5380,10199298,ROUTE NOT FOUND,0.00,0.00,0.00,7/12/2007
5381,9835150,ROUTE NOT FOUND,0.00,0.00,0.00,11/19/2007
5382,9360065,ROUTE NOT FOUND,0.00,0.00,0.00,9/14/2008
5383,9212723,ROUTE NOT FOUND,0.00,0.00,0.00,7/12/2008
5384,9208184,ROUTE NOT FOUND,0.00,0.00,0.00,10/4/2008
5385,8969312,ROUTE NOT FOUND,0.00,0.00,0.00,5/19/2008
5386,50092572,ROUTE NOT FOUND,0.00,0.00,0.00,9/17/2007
5387,50075474,NO ERROR,-86.42,35.66,0.51,6/20/2007
5388,8536547,ROUTE NOT FOUND,0.00,0.00,0.00,7/24/2008
5389,50250388,ROUTE NOT FOUND,0.00,0.00,0.00,11/18/2007
5390,50194685,ROUTE NOT FOUND,0.00,0.00,0.00,12/22/2007
5391,50132937,NO ERROR,-84.58,35.46,1.47,12/7/2007
5392,50082578,NO ERROR,-83.52,36.42,4.48,10/24/2007
5393,50068277,NO ERROR,-82.22,36.35,6.67,7/5/2007
5394,7643942,ROUTE NOT FOUND,0.00,0.00,0.00,9/5/2008
5395,50055548,ROUTE NOT FOUND,0.00,0.00,0.00,4/3/2007
5396,10299207,ROUTE NOT FOUND,0.00,0.00,0.00,11/21/2007
5397,10215374,ROUTE NOT FOUND,0.00,0.00,0.00,3/30/2007
5398,10204733,NO ERROR,-86.67,36.17,18.99,9/27/2007
5399,9921328,ROUTE NOT FOUND,0.00,0.00,0.00,8/1/2007
5400,9826413,ROUTE NOT FOUND,0.00,0.00,0.00,12/8/2007
5401,10148825,NO ERROR,-90.02,35.05,4.06,12/20/2007
5402,50045495,ROUTE NOT FOUND,0.00,0.00,0.00,1/19/2007
5403,10009225,ROUTE NOT FOUND,0.00,0.00,0.00,12/15/2007
5404,10197816,ROUTE NOT FOUND,0.00,0.00,0.00,5/22/2007
5405,9826026,NO ERROR,-82.25,36.53,10.58,3/24/2007
5406,9347988,ROUTE NOT FOUND,0.00,0.00,0.00,3/13/2008
5407,9209863,NO ERROR,-86.71,36.26,18.59,3/17/2008
5408,7429039,ROUTE NOT FOUND,0.00,0.00,0.00,5/9/2008
5409,50239444,NO ERROR,-88.57,35.14,10.11,6/16/2007
5410,9200740,NO ERROR,-86.72,36.25,17.85,9/1/2008
5411,8911702,NO ERROR,-86.52,36.17,2.86,2/20/2008
5412,50089351,NO ERROR,-83.92,36.00,8.74,10/8/2007
5413,50073835,ROUTE NOT FOUND,0.00,0.00,0.00,5/13/2007
5414,8376312,ROUTE NOT FOUND,0.00,0.00,0.00,10/30/2008
5415,9921312,ROUTE NOT FOUND,0.00,0.00,0.00,11/12/2007
5416,9211841,NO ERROR,-86.93,36.07,7.25,8/8/2008
5417,7615498,ROUTE NOT FOUND,0.00,0.00,0.00,5/23/2008
5418,50248461,NO ERROR,-89.42,35.23,12.40,12/11/2007
5419,9202746,ROUTE NOT FOUND,0.00,0.00,0.00,7/16/2008
5420,8964240,ROUTE NOT FOUND,0.00,0.00,0.00,7/16/2008
5421,50091166,ROUTE NOT FOUND,0.00,0.00,0.00,7/5/2007
5422,50074012,NO ERROR,-90.05,35.13,1.47,6/14/2007
5423,8490102,ROUTE NOT FOUND,0.00,0.00,0.00,10/3/2008
5424,50249118,ROUTE NOT FOUND,0.00,0.00,0.00,8/22/2007
5425,50135237,ROUTE NOT FOUND,0.00,0.00,0.00,11/12/2007
5426,50131481,ROUTE NOT FOUND,0.00,0.00,0.00,9/20/2007
5427,50081483,NO ERROR,-88.13,36.14,21.00,8/2/2007
5428,50066595,NO ERROR,-84.00,36.03,6.62,8/8/2007
5429,50054202,NO ERROR,-85.07,36.01,11.66,3/12/2007
5430,10284831,ROUTE NOT FOUND,0.00,0.00,0.00,11/15/2007
5431,10213048,ROUTE NOT FOUND,0.00,0.00,0.00,6/6/2007
5432,10203230,NO ERROR,-86.71,36.27,18.88,5/18/2007
5433,9921224,NO ERROR,-86.78,36.21,11.97,8/9/2007
5434,9820613,NO ERROR,-83.28,36.27,0.83,7/4/2007
5435,10142582,ROUTE NOT FOUND,0.00,0.00,0.00,12/20/2007
5436,10008739,ROUTE NOT FOUND,0.00,0.00,0.00,11/15/2007
5437,50108978,ROUTE NOT FOUND,0.00,0.00,0.00,5/7/2007
5438,9819904,ROUTE NOT FOUND,0.00,0.00,0.00,4/4/2007
5439,9320101,NO ERROR,-86.76,36.15,18.93,6/11/2008
5440,9209205,ROUTE NOT FOUND,0.00,0.00,0.00,6/5/2008
5441,50265019,ROUTE NOT FOUND,0.00,0.00,0.00,7/25/2007
5442,50238663,NO ERROR,-88.83,35.71,19.04,11/24/2007
5443,9199514,ROUTE NOT FOUND,0.00,0.00,0.00,1/31/2008
5444,8887924,ROUTE NOT FOUND,0.00,0.00,0.00,9/25/2008
5445,50087487,ROUTE NOT FOUND,0.00,0.00,0.00,10/16/2007
5446,50073252,NO ERROR,-83.91,35.94,7.81,7/10/2007
5447,8177623,NO ERROR,-86.79,36.16,17.24,2/22/2008
5448,10262238,NO ERROR,-90.07,35.04,4.58,8/22/2007
5449,9920983,NO ERROR,-86.76,36.22,16.06,11/19/2007
5450,9807051,NO ERROR,-86.74,36.26,16.59,8/11/2007
5451,50130436,NO ERROR,-90.08,35.03,3.81,12/2/2007
5452,50078745,ROUTE NOT FOUND,0.00,0.00,0.00,5/16/2007
5453,50062516,ROUTE NOT FOUND,0.00,0.00,0.00,5/14/2007
5454,10142366,ROUTE NOT FOUND,0.00,0.00,0.00,7/28/2007
5455,50050051,ROUTE NOT FOUND,0.00,0.00,0.00,3/7/2007
5456,10270525,ROUTE NOT FOUND,0.00,0.00,0.00,10/3/2007
5457,10139444,ROUTE NOT FOUND,0.00,0.00,0.00,9/29/2007
5458,50058891,NO ERROR,-89.88,35.00,0.29,4/24/2007
5459,10200474,ROUTE NOT FOUND,0.00,0.00,0.00,4/21/2007
5460,9807030,ROUTE NOT FOUND,0.00,0.00,0.00,4/17/2007
5461,9213129,ROUTE NOT FOUND,0.00,0.00,0.00,4/4/2008
5462,50131054,NO ERROR,-83.92,35.99,8.64,12/18/2007
5463,50079906,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2007
5464,50064044,NO ERROR,-86.88,35.94,15.77,5/17/2007
5465,10142263,ROUTE NOT FOUND,0.00,0.00,0.00,10/23/2007
5466,50051763,ROUTE NOT FOUND,0.00,0.00,0.00,3/11/2007
5467,10271769,NO ERROR,-90.02,35.14,9.81,10/12/2007
5468,10211908,NO ERROR,-86.79,36.16,17.19,10/11/2007
5469,10141761,NO ERROR,-89.88,35.11,7.66,7/6/2007
5470,10201301,ROUTE NOT FOUND,0.00,0.00,0.00,8/25/2007
5471,9916862,ROUTE NOT FOUND,0.00,0.00,0.00,9/17/2007
5472,9806710,ROUTE NOT FOUND,0.00,0.00,0.00,4/13/2007
5473,9214526,ROUTE NOT FOUND,0.00,0.00,0.00,1/4/2008
5474,10142095,ROUTE NOT FOUND,0.00,0.00,0.00,8/3/2007
5475,9049951,NO ERROR,-83.52,35.71,15.14,3/14/2008
5476,10008521,ROUTE NOT FOUND,0.00,0.00,0.00,12/29/2007
5477,50099828,NO ERROR,-86.29,36.19,13.37,8/22/2007
5478,9806629,NO ERROR,-86.76,36.23,16.32,1/19/2007
5479,9256465,NO ERROR,-83.18,36.27,1.75,11/21/2008
5480,50264873,ROUTE NOT FOUND,0.00,0.00,0.00,8/21/2007
5481,50232990,ROUTE NOT FOUND,0.00,0.00,0.00,11/18/2007
5482,9186066,ROUTE NOT FOUND,0.00,0.00,0.00,10/9/2008
5483,8650019,NO ERROR,-85.31,35.05,9.15,5/15/2008
5484,50085316,NO ERROR,-89.43,36.36,5.61,10/7/2007
5485,50071151,NO ERROR,-83.93,35.96,18.20,6/18/2007
5486,8057930,NO ERROR,-87.42,36.60,20.70,1/28/2008
5487,50044181,NO ERROR,-90.04,35.02,3.75,1/13/2007
5488,10260045,ROUTE NOT FOUND,0.00,0.00,0.00,10/3/2007
5489,9916639,NO ERROR,-86.71,36.08,3.68,7/18/2007
5490,9806626,NO ERROR,-86.65,36.04,24.94,1/1/2007
5491,50129549,ROUTE NOT FOUND,0.00,0.00,0.00,12/22/2007
5492,50076908,NO ERROR,-87.24,36.24,22.92,6/17/2007
5493,50061179,NO ERROR,-88.33,36.50,24.93,5/3/2007
5494,10141999,ROUTE NOT FOUND,0.00,0.00,0.00,5/7/2007
5495,50048517,ROUTE NOT FOUND,0.00,0.00,0.00,1/25/2007
5496,10265274,NO ERROR,-89.94,35.02,9.77,9/22/2007
5497,50055979,NO ERROR,-90.02,35.14,0.12,4/4/2007
5498,10199513,NO ERROR,-86.79,36.16,8.90,6/28/2007
5499,9806591,ROUTE NOT FOUND,0.00,0.00,0.00,1/7/2007
5500,9365977,ROUTE NOT FOUND,0.00,0.00,0.00,6/28/2008
5501,9212977,ROUTE NOT FOUND,0.00,0.00,0.00,2/22/2008
5502,9208273,ROUTE NOT FOUND,0.00,0.00,0.00,11/26/2008
5503,8970315,ROUTE NOT FOUND,0.00,0.00,0.00,9/26/2008
5504,50094798,ROUTE NOT FOUND,0.00,0.00,0.00,9/10/2007
5505,9805278,NO ERROR,-86.39,35.91,3.81,1/13/2007
5506,50075950,NO ERROR,-83.98,35.94,15.01,6/27/2007
5507,50262439,ROUTE NOT FOUND,0.00,0.00,0.00,4/26/2007
5508,50201520,ROUTE NOT FOUND,0.00,0.00,0.00,10/27/2007
5509,50133282,ROUTE NOT FOUND,0.00,0.00,0.00,12/5/2007
5510,9084551,NO ERROR,-84.13,36.38,24.59,5/2/2008
5511,9010701,ROUTE NOT FOUND,0.00,0.00,0.00,10/18/2008
5512,50096109,NO ERROR,-84.07,35.92,9.83,9/7/2007
5513,9804973,ROUTE NOT FOUND,0.00,0.00,0.00,2/20/2007
5514,9225069,ROUTE NOT FOUND,0.00,0.00,0.00,5/7/2008
5515,50264689,ROUTE NOT FOUND,0.00,0.00,0.00,8/23/2007
5516,50212208,NO ERROR,-84.27,36.01,2.88,12/3/2007
5517,50134867,NO ERROR,-84.04,35.93,11.89,12/1/2007
5518,9177821,NO ERROR,-85.31,35.05,0.18,10/31/2008
5519,50084801,NO ERROR,-83.99,35.80,7.88,9/17/2007
5520,50070079,ROUTE NOT FOUND,0.00,0.00,0.00,7/19/2007
5521,7941143,NO ERROR,-87.29,36.51,10.01,9/30/2008
5522,50043408,NO ERROR,-87.35,36.53,6.18,1/2/2007
5523,10222662,ROUTE NOT FOUND,0.00,0.00,0.00,5/21/2007
5524,9916521,ROUTE NOT FOUND,0.00,0.00,0.00,5/26/2007
5525,9804258,ROUTE NOT FOUND,0.00,0.00,0.00,3/20/2007
5526,10196868,NO ERROR,-86.78,36.13,6.85,5/19/2007
5527,50128243,NO ERROR,-85.99,35.17,22.67,12/19/2007
5528,10197694,ROUTE NOT FOUND,0.00,0.00,0.00,8/17/2007
5529,10141868,ROUTE NOT FOUND,0.00,0.00,0.00,5/17/2007
5530,50047104,NO ERROR,-89.95,35.02,8.77,2/8/2007
5531,10006878,ROUTE NOT FOUND,0.00,0.00,0.00,12/4/2007
5532,10198887,ROUTE NOT FOUND,0.00,0.00,0.00,11/29/2007
5533,9801455,ROUTE NOT FOUND,0.00,0.00,0.00,1/5/2007
5534,9357888,NO ERROR,-90.04,35.12,13.92,1/14/2008
5535,9212708,ROUTE NOT FOUND,0.00,0.00,0.00,4/4/2008
5536,9207296,ROUTE NOT FOUND,0.00,0.00,0.00,7/24/2008
5537,8968534,ROUTE NOT FOUND,0.00,0.00,0.00,8/7/2008
5538,50091861,NO ERROR,-87.40,35.50,16.80,9/18/2007
5539,50075124,ROUTE NOT FOUND,0.00,0.00,0.00,6/30/2007
5540,8521008,ROUTE NOT FOUND,0.00,0.00,0.00,5/4/2008
5541,50250328,ROUTE NOT FOUND,0.00,0.00,0.00,11/8/2007
5542,50164722,NO ERROR,-89.05,36.36,0.78,12/28/2007
5543,50132415,NO ERROR,-83.45,35.99,4.97,8/27/2007
5544,50082105,NO ERROR,-84.46,35.44,8.27,10/31/2007
5545,50067438,ROUTE NOT FOUND,0.00,0.00,0.00,5/24/2007
5546,50054871,NO ERROR,-90.01,35.14,0.71,3/25/2007
5547,10288320,NO ERROR,-84.27,35.79,12.64,11/29/2007
5548,10214233,NO ERROR,-86.70,36.12,23.01,11/13/2007
5549,10204518,NO ERROR,-86.75,36.14,19.71,5/3/2007
5550,10120843,NO ERROR,-86.50,36.00,4.77,4/18/2008
5551,900000559,ROUTE NOT FOUND,0.00,0.00,0.00,6/13/2008
5552,10264354,ROUTE NOT FOUND,0.00,0.00,0.00,5/6/2008
5553,10063338,ROUTE NOT FOUND,0.00,0.00,0.00,12/8/2008
5554,10044874,NO ERROR,-86.60,36.22,24.71,6/24/2008
5555,9949824,NO ERROR,-89.91,35.12,5.74,12/13/2008
5556,9926075,ROUTE NOT FOUND,0.00,0.00,0.00,9/7/2008
5557,9844342,NO ERROR,-86.78,36.16,12.48,8/31/2008
5558,900015609,ROUTE NOT FOUND,0.00,0.00,0.00,12/11/2008
5559,10021815,ROUTE NOT FOUND,0.00,0.00,0.00,8/10/2008
5560,10151109,ROUTE NOT FOUND,0.00,0.00,0.00,8/4/2008
5561,10004286,NO ERROR,-87.42,36.60,20.67,7/21/2008
5562,9949451,ROUTE NOT FOUND,0.00,0.00,0.00,10/3/2008
5563,9828594,NO ERROR,-86.76,36.23,16.36,10/31/2008
5564,50249352,NO ERROR,-90.03,35.21,17.04,12/19/2008
5565,9988442,NO ERROR,-86.77,36.21,0.33,1/5/2008
5566,50208891,NO ERROR,-89.79,35.19,9.49,4/4/2008
5567,50218401,ROUTE NOT FOUND,0.00,0.00,0.00,5/20/2008
5568,50240970,ROUTE NOT FOUND,0.00,0.00,0.00,10/22/2008
5569,10259997,NO ERROR,-89.95,35.08,7.07,3/11/2008
5570,10250547,NO ERROR,-90.02,35.14,0.23,9/10/2008
5571,50199015,ROUTE NOT FOUND,0.00,0.00,0.00,2/16/2008
5572,10277865,ROUTE NOT FOUND,0.00,0.00,0.00,2/16/2008
5573,10137037,ROUTE NOT FOUND,0.00,0.00,0.00,7/19/2008
5574,900007310,ROUTE NOT FOUND,0.00,0.00,0.00,9/9/2008
5575,10270863,ROUTE NOT FOUND,0.00,0.00,0.00,5/11/2008
5576,10251791,ROUTE NOT FOUND,0.00,0.00,0.00,8/9/2008
5577,10235599,NO ERROR,-90.02,35.06,4.85,4/20/2008
5578,9924948,NO ERROR,-87.28,36.54,2.00,9/29/2008
5579,10229799,ROUTE NOT FOUND,0.00,0.00,0.00,6/18/2008
5580,10116136,ROUTE NOT FOUND,0.00,0.00,0.00,10/13/2008
5581,50263426,ROUTE NOT FOUND,0.00,0.00,0.00,11/14/2008
5582,10190331,NO ERROR,-85.31,35.06,10.05,6/12/2008
5583,10054116,NO ERROR,-86.75,36.14,19.82,12/8/2008
5584,10038296,NO ERROR,-86.37,35.84,18.80,5/22/2008
5585,9949423,ROUTE NOT FOUND,0.00,0.00,0.00,6/20/2008
5586,9924246,ROUTE NOT FOUND,0.00,0.00,0.00,10/31/2008
5587,9820753,NO ERROR,-83.52,36.27,8.70,6/28/2008
5588,900012795,ROUTE NOT FOUND,0.00,0.00,0.00,11/10/2008
5589,50215727,ROUTE NOT FOUND,0.00,0.00,0.00,6/3/2008
5590,50225619,NO ERROR,-86.88,35.92,9.86,6/22/2008
5591,10021612,ROUTE NOT FOUND,0.00,0.00,0.00,8/20/2008
5592,10004125,ROUTE NOT FOUND,0.00,0.00,0.00,9/9/2008
5593,10148914,NO ERROR,-90.06,35.06,5.81,12/27/2008
5594,9807075,NO ERROR,-86.77,36.15,18.17,2/29/2008
5595,50244609,ROUTE NOT FOUND,0.00,0.00,0.00,6/4/2008
5596,9986825,NO ERROR,-86.81,36.14,15.50,5/6/2008
5597,50204048,ROUTE NOT FOUND,0.00,0.00,0.00,3/6/2008
5598,50237855,ROUTE NOT FOUND,0.00,0.00,0.00,1/17/2008
5599,10256785,NO ERROR,-89.96,35.09,7.98,7/25/2008
5600,10246924,ROUTE NOT FOUND,0.00,0.00,0.00,4/28/2008
5601,50194267,NO ERROR,-83.92,35.96,19.05,1/28/2008
5602,10274000,ROUTE NOT FOUND,0.00,0.00,0.00,4/21/2008
5603,50229850,NO ERROR,-88.84,35.76,22.94,3/7/2008
5604,10134259,ROUTE NOT FOUND,0.00,0.00,0.00,4/10/2008
5605,10149823,ROUTE NOT FOUND,0.00,0.00,0.00,11/27/2008
5606,10003875,NO ERROR,-87.33,36.55,21.98,1/12/2008
5607,9807064,ROUTE NOT FOUND,0.00,0.00,0.00,1/29/2008
5608,50247755,NO ERROR,-84.08,35.91,9.07,12/5/2008
5609,9986788,NO ERROR,-86.86,36.14,28.57,6/4/2008
5610,50205523,NO ERROR,-90.02,35.14,0.08,3/26/2008
5611,50216435,ROUTE NOT FOUND,0.00,0.00,0.00,5/21/2008
5612,50240336,NO ERROR,-86.11,35.19,0.08,10/22/2008
5613,10257615,ROUTE NOT FOUND,0.00,0.00,0.00,11/7/2008
5614,10247246,ROUTE NOT FOUND,0.00,0.00,0.00,5/21/2008
5615,50195381,ROUTE NOT FOUND,0.00,0.00,0.00,2/9/2008
5616,10275467,ROUTE NOT FOUND,0.00,0.00,0.00,9/9/2008
5617,10135317,ROUTE NOT FOUND,0.00,0.00,0.00,2/4/2008
5618,900006654,ROUTE NOT FOUND,0.00,0.00,0.00,9/3/2008
5619,10270189,ROUTE NOT FOUND,0.00,0.00,0.00,3/15/2008
5620,10049032,ROUTE NOT FOUND,0.00,0.00,0.00,10/16/2008
5621,9923441,ROUTE NOT FOUND,0.00,0.00,0.00,9/26/2008
5622,9807043,ROUTE NOT FOUND,0.00,0.00,0.00,3/22/2008
5623,10226344,ROUTE NOT FOUND,0.00,0.00,0.00,11/4/2008
5624,10114572,NO ERROR,-86.86,36.49,8.60,2/6/2008
5625,10186331,ROUTE NOT FOUND,0.00,0.00,0.00,5/16/2008
5626,10052462,NO ERROR,-86.86,36.15,28.03,9/12/2008
5627,10036772,ROUTE NOT FOUND,0.00,0.00,0.00,7/2/2008
5628,10003768,ROUTE NOT FOUND,0.00,0.00,0.00,11/22/2008
5629,9949194,ROUTE NOT FOUND,0.00,0.00,0.00,10/10/2008
5630,9803432,ROUTE NOT FOUND,0.00,0.00,0.00,8/12/2008
5631,900011030,ROUTE NOT FOUND,0.00,0.00,0.00,10/4/2008
5632,50263402,NO ERROR,-83.92,35.99,8.24,11/16/2008
5633,50214712,NO ERROR,-85.47,35.51,28.51,5/12/2008
5634,50224357,ROUTE NOT FOUND,0.00,0.00,0.00,8/4/2008
5635,10019844,NO ERROR,-83.93,36.07,14.67,4/26/2008
5636,10300106,NO ERROR,-86.62,36.32,1.77,6/16/2008
5637,10002750,NO ERROR,-83.56,35.87,14.48,1/14/2008
5638,10148081,ROUTE NOT FOUND,0.00,0.00,0.00,10/9/2008
5639,9799635,NO ERROR,-86.82,36.14,15.37,10/3/2008
5640,50244197,ROUTE NOT FOUND,0.00,0.00,0.00,6/24/2008
5641,9986668,ROUTE NOT FOUND,0.00,0.00,0.00,1/11/2008
5642,50232044,NO ERROR,-85.32,36.38,10.94,3/6/2008
5643,10256312,ROUTE NOT FOUND,0.00,0.00,0.00,4/7/2008
5644,10245264,NO ERROR,-84.17,36.34,28.12,10/29/2008
5645,50163176,NO ERROR,-88.53,36.14,0.00,1/1/2008
5646,10273155,ROUTE NOT FOUND,0.00,0.00,0.00,11/29/2008
5647,10130391,ROUTE NOT FOUND,0.00,0.00,0.00,1/9/2008
5648,900003852,ROUTE NOT FOUND,0.00,0.00,0.00,8/2/2008
5649,10267441,ROUTE NOT FOUND,0.00,0.00,0.00,3/3/2008
5650,10070675,ROUTE NOT FOUND,0.00,0.00,0.00,4/18/2008
5651,10046003,NO ERROR,-86.71,36.26,18.09,12/27/2008
5652,9922994,ROUTE NOT FOUND,0.00,0.00,0.00,12/17/2008
5653,9799267,NO ERROR,-86.68,36.31,22.66,3/25/2008
5654,10200429,ROUTE NOT FOUND,0.00,0.00,0.00,4/13/2008
5655,900017705,ROUTE NOT FOUND,0.00,0.00,0.00,12/31/2008
5656,10076757,ROUTE NOT FOUND,0.00,0.00,0.00,12/10/2008
5657,10016773,ROUTE NOT FOUND,0.00,0.00,0.00,11/5/2008
5658,10158288,ROUTE NOT FOUND,0.00,0.00,0.00,8/10/2008
5659,10049639,ROUTE NOT FOUND,0.00,0.00,0.00,11/10/2008
5660,900005322,ROUTE NOT FOUND,0.00,0.00,0.00,8/12/2008
5661,10269235,NO ERROR,-90.01,35.16,14.12,6/12/2008
5662,10046948,NO ERROR,-86.80,36.14,7.62,9/5/2008
5663,9922074,ROUTE NOT FOUND,0.00,0.00,0.00,11/12/2008
5664,9797277,ROUTE NOT FOUND,0.00,0.00,0.00,4/14/2008
5665,10212406,ROUTE NOT FOUND,0.00,0.00,0.00,5/2/2008
5666,10114172,ROUTE NOT FOUND,0.00,0.00,0.00,5/17/2008
5667,10016767,NO ERROR,-85.32,35.07,11.11,11/30/2008
5668,10171886,NO ERROR,-86.81,36.16,11.01,12/1/2008
5669,10050220,NO ERROR,-86.73,36.08,7.02,9/7/2008
5670,10002721,NO ERROR,-83.57,35.86,28.18,2/12/2008
5671,9949124,ROUTE NOT FOUND,0.00,0.00,0.00,7/20/2008
5672,9792450,NO ERROR,-85.18,35.02,3.29,12/17/2008
5673,900009032,ROUTE NOT FOUND,0.00,0.00,0.00,10/6/2008
5674,50263127,ROUTE NOT FOUND,0.00,0.00,0.00,11/25/2008
5675,50214077,ROUTE NOT FOUND,0.00,0.00,0.00,4/25/2008
5676,50223462,ROUTE NOT FOUND,0.00,0.00,0.00,7/22/2008
5677,10295981,NO ERROR,-87.06,35.61,11.33,12/6/2008
5678,10147148,NO ERROR,-90.03,35.01,1.15,3/12/2008
5679,9792437,ROUTE NOT FOUND,0.00,0.00,0.00,6/28/2008
5680,9986665,NO ERROR,-86.71,36.05,4.77,1/17/2008
5681,10255738,ROUTE NOT FOUND,0.00,0.00,0.00,11/30/2008
5682,10241386,ROUTE NOT FOUND,0.00,0.00,0.00,11/29/2008
5683,10233139,ROUTE NOT FOUND,0.00,0.00,0.00,9/20/2008
5684,50162989,ROUTE NOT FOUND,0.00,0.00,0.00,1/9/2008
5685,10126156,ROUTE NOT FOUND,0.00,0.00,0.00,4/30/2008
5686,900001353,ROUTE NOT FOUND,0.00,0.00,0.00,6/7/2008
5687,10265479,ROUTE NOT FOUND,0.00,0.00,0.00,8/3/2008
5688,10064602,ROUTE NOT FOUND,0.00,0.00,0.00,8/13/2008
5689,10045391,ROUTE NOT FOUND,0.00,0.00,0.00,8/22/2008
5690,9922043,ROUTE NOT FOUND,0.00,0.00,0.00,10/30/2008
5691,9782244,ROUTE NOT FOUND,0.00,0.00,0.00,10/30/2008
5692,10198449,ROUTE NOT FOUND,0.00,0.00,0.00,5/6/2008
5693,900016870,ROUTE NOT FOUND,0.00,0.00,0.00,12/24/2008
5694,10016375,NO ERROR,-85.28,35.02,9.65,12/4/2008
5695,10151535,NO ERROR,-90.10,35.01,2.14,2/15/2008
5696,10001571,NO ERROR,-86.71,36.26,18.40,4/25/2008
5697,9947239,NO ERROR,-90.02,35.14,0.12,11/14/2008
5698,9781845,ROUTE NOT FOUND,0.00,0.00,0.00,7/28/2008
5699,50249880,ROUTE NOT FOUND,0.00,0.00,0.00,10/1/2008
5700,9986613,ROUTE NOT FOUND,0.00,0.00,0.00,12/27/2008
5701,50209424,NO ERROR,-86.21,35.36,3.88,2/1/2008
5702,50218971,ROUTE NOT FOUND,0.00,0.00,0.00,5/4/2008
5703,50242341,NO ERROR,-84.07,35.86,6.40,9/8/2008
5704,10261603,ROUTE NOT FOUND,0.00,0.00,0.00,1/10/2008
5705,10251534,ROUTE NOT FOUND,0.00,0.00,0.00,12/28/2008
5706,50199879,NO ERROR,-83.22,35.87,17.74,2/5/2008
5707,10283757,ROUTE NOT FOUND,0.00,0.00,0.00,1/18/2008
5708,10137389,NO ERROR,-90.02,35.06,4.62,2/5/2008
5709,900007599,ROUTE NOT FOUND,0.00,0.00,0.00,9/18/2008
5710,10271138,ROUTE NOT FOUND,0.00,0.00,0.00,5/29/2008
5711,9947234,NO ERROR,-90.02,35.13,9.30,12/24/2008
5712,9774243,ROUTE NOT FOUND,0.00,0.00,0.00,1/19/2008
5713,900007872,ROUTE NOT FOUND,0.00,0.00,0.00,9/23/2008
5714,50262834,NO ERROR,-84.05,35.92,11.05,8/20/2008
5715,9986391,ROUTE NOT FOUND,0.00,0.00,0.00,5/31/2008
5716,50211665,ROUTE NOT FOUND,0.00,0.00,0.00,4/25/2008
5717,50220560,NO ERROR,-82.38,36.34,18.86,6/16/2008
5718,50242704,NO ERROR,-83.91,35.94,5.91,8/26/2008
5719,50202031,ROUTE NOT FOUND,0.00,0.00,0.00,2/27/2008
5720,10290837,ROUTE NOT FOUND,0.00,0.00,0.00,2/9/2008
5721,10143818,NO ERROR,-89.86,35.16,15.65,1/10/2008
5722,10272075,NO ERROR,-89.98,35.16,15.92,6/20/2008
5723,10253890,ROUTE NOT FOUND,0.00,0.00,0.00,11/10/2008
5724,10240881,ROUTE NOT FOUND,0.00,0.00,0.00,7/31/2008
